'True Positive Rate','False Positive Rate',Threshold
0.983051,0.191882,0.049352
0.983051,0.190037,0.050357
0.981992,0.190037,0.051156
0.981992,0.186347,0.051532
0.981992,0.184502,0.056883
0.981992,0.182657,0.09549
0.980932,0.182657,0.103976
0.979873,0.182657,0.120331
0.979873,0.180812,0.120914
0.979873,0.178967,0.168863
0.979873,0.177122,0.187525
0.978814,0.177122,0.211147
0.978814,0.175277,0.226012
0.978814,0.173432,0.241865
0.978814,0.171587,0.257697
0.978814,0.169742,0.26962
0.978814,0.166052,0.285548
0.977754,0.166052,0.2937
0.977754,0.164207,0.296186
0.977754,0.162362,0.330866
0.977754,0.160517,0.3429
0.977754,0.158672,0.351429
0.977754,0.156827,0.351986
0.977754,0.153137,0.352539
0.977754,0.151292,0.387507
0.975636,0.151292,0.389917
0.975636,0.149446,0.428019
0.975636,0.147601,0.431251
0.974576,0.147601,0.471908
0.974576,0.145756,0.488911
0.974576,0.143911,0.500001
0.973517,0.143911,0.527316
0.973517,0.140221,0.531547
0.973517,0.138376,0.534781
0.973517,0.136531,0.606504
0.973517,0.132841,0.631231
0.973517,0.129151,0.635708
0.973517,0.127306,0.666667
0.973517,0.125461,0.666672
0.973517,0.123616,0.704722
0.972458,0.123616,0.716673
0.972458,0.121771,0.720552
0.971398,0.121771,0.747182
0.971398,0.119926,0.766482
0.970339,0.119926,0.772856
0.96928,0.119926,0.780978
0.96928,0.118081,0.801126
0.96822,0.118081,0.809679
0.966102,0.118081,0.812242
0.966102,0.114391,0.83668
0.966102,0.112546,0.863452
0.966102,0.110701,0.875635
0.966102,0.107011,0.882125
0.963983,0.107011,0.88386
0.962924,0.107011,0.896332
0.961864,0.107011,0.906267
0.960805,0.107011,0.909027
0.958686,0.107011,0.91278
0.958686,0.103321,0.913761
0.957627,0.103321,0.919655
0.955508,0.103321,0.921592
0.954449,0.103321,0.922262
0.95339,0.103321,0.92654
0.952331,0.103321,0.93365
0.952331,0.101476,0.949376
0.952331,0.099631,0.951465
0.951271,0.099631,0.953847
0.950212,0.099631,0.958035
0.949153,0.099631,0.9723
0.949153,0.097786,0.973192
0.948093,0.097786,0.973614
0.948093,0.094096,0.978028
0.947034,0.094096,0.980751
0.947034,0.092251,0.981002
0.944915,0.092251,0.982822
0.943856,0.092251,0.98303
0.943856,0.090406,0.985056
0.942797,0.090406,0.986501
0.942797,0.088561,0.991356
0.941737,0.088561,0.991602
0.941737,0.086716,0.991755
0.939619,0.086716,0.992031
0.9375,0.086716,0.992411
0.9375,0.084871,0.992546
0.9375,0.081181,0.992852
0.936441,0.081181,0.992866
0.936441,0.079336,0.993639
0.936441,0.077491,0.993782
0.936441,0.075646,0.994869
0.935381,0.075646,0.995055
0.935381,0.071956,0.995157
0.935381,0.068266,0.995833
0.934322,0.068266,0.996587
0.934322,0.064576,0.997363
0.934322,0.062731,0.997378
0.934322,0.060886,0.997856
0.933263,0.060886,0.998263
0.933263,0.059041,0.998359
0.932203,0.059041,0.998431
0.930085,0.059041,0.998454
0.929025,0.059041,0.99881
0.929025,0.055351,0.998838
0.929025,0.053506,0.999005
0.927966,0.053506,0.999011
0.927966,0.051661,0.999014
0.925847,0.051661,0.999032
0.925847,0.049815,0.999273
0.924788,0.049815,0.999279
0.923729,0.049815,0.999343
0.92161,0.049815,0.999362
0.92161,0.04797,0.999371
0.92161,0.046125,0.999478
0.920551,0.046125,0.999496
0.918432,0.046125,0.999506
0.916314,0.046125,0.999518
0.915254,0.046125,0.999563
0.915254,0.04428,0.999621
0.915254,0.04059,0.999667
0.913136,0.04059,0.999763
0.912076,0.04059,0.99977
0.911017,0.04059,0.999802
0.909958,0.04059,0.999818
0.908898,0.04059,0.999827
0.907839,0.04059,0.99983
0.90572,0.04059,0.999837
0.903602,0.04059,0.999843
0.903602,0.038745,0.99985
0.902542,0.038745,0.999852
0.901483,0.038745,0.999852
0.900424,0.038745,0.999854
0.898305,0.038745,0.999857
0.898305,0.0369,0.999875
0.898305,0.03321,0.999881
0.898305,0.031365,0.99989
0.897246,0.031365,0.999903
0.896186,0.031365,0.99991
0.894068,0.031365,0.999911
0.891949,0.031365,0.999913
0.891949,0.02952,0.999914
0.89089,0.02952,0.999928
0.889831,0.02952,0.999932
0.888771,0.02952,0.99994
0.887712,0.02952,0.999949
0.886653,0.02952,0.99995
0.885593,0.02952,0.999951
0.885593,0.027675,0.999956
0.884534,0.027675,0.999958
0.883475,0.027675,0.999964
0.882415,0.027675,0.999966
0.881356,0.027675,0.999966
0.880297,0.027675,0.999969
0.880297,0.02583,0.999974
0.879237,0.02583,0.999975
0.878178,0.02583,0.999977
0.877119,0.02583,0.999978
0.875,0.02583,0.999982
0.872881,0.02583,0.999982
0.871822,0.02583,0.999983
0.870763,0.02583,0.999985
0.868644,0.02583,0.999985
0.866525,0.02583,0.999986
0.864407,0.02583,0.999987
0.863347,0.02583,0.999989
0.862288,0.02583,0.99999
0.861229,0.02583,0.999992
0.860169,0.02583,0.999992
0.85911,0.02583,0.999992
0.858051,0.02583,0.999993
0.856992,0.02583,0.999993
0.855932,0.02583,0.999996
0.854873,0.02583,0.999996
0.854873,0.023985,0.999997
0.853814,0.023985,0.999997
0.853814,0.02214,0.999997
0.852754,0.02214,0.999997
0.852754,0.01845,0.999997
0.850636,0.01845,0.999997
0.849576,0.01845,0.999997
0.849576,0.01476,0.999998
0.848517,0.01476,0.999998
0.847458,0.01476,0.999998
0.846398,0.01476,0.999998
0.84428,0.01476,0.999998
0.84322,0.01476,0.999998
0.842161,0.01476,0.999998
0.841102,0.01476,0.999998
0.838983,0.01476,0.999998
0.837924,0.01476,0.999998
0.837924,0.012915,0.999999
0.836864,0.012915,0.999999
0.835805,0.012915,0.999999
0.834746,0.012915,0.999999
0.833686,0.012915,0.999999
0.832627,0.012915,0.999999
0.831568,0.012915,0.999999
0.830508,0.012915,0.999999
0.829449,0.012915,0.999999
0.82839,0.012915,0.999999
0.827331,0.012915,0.999999
0.826271,0.012915,0.999999
0.825212,0.012915,0.999999
0.823093,0.012915,0.999999
0.820975,0.012915,0.999999
0.819915,0.012915,0.999999
0.818856,0.012915,0.999999
0.816737,0.012915,0.999999
0.815678,0.012915,0.999999
0.814619,0.012915,0.999999
0.8125,0.012915,1
0.811441,0.012915,1
0.810381,0.012915,1
0.809322,0.012915,1
0.807203,0.012915,1
0.806144,0.012915,1
0.805085,0.012915,1
0.804025,0.012915,1
0.802966,0.012915,1
0.802966,0.01107,1
0.801907,0.01107,1
0.800847,0.01107,1
0.798729,0.01107,1
0.79661,0.01107,1
0.794492,0.01107,1
0.793432,0.01107,1
0.792373,0.01107,1
0.791314,0.01107,1
0.790254,0.01107,1
0.789195,0.01107,1
0.788136,0.01107,1
0.787076,0.01107,1
0.784958,0.01107,1
0.783898,0.01107,1
0.78178,0.01107,1
0.78072,0.01107,1
0.779661,0.01107,1
0.778602,0.01107,1
0.777542,0.01107,1
0.775424,0.01107,1
0.774364,0.01107,1
0.773305,0.01107,1
0.772246,0.01107,1
0.771186,0.01107,1
0.769068,0.01107,1
0.768008,0.01107,1
0.766949,0.01107,1
0.76589,0.01107,1
0.763771,0.01107,1
0.762712,0.01107,1
0.761653,0.01107,1
0.760593,0.01107,1
0.758475,0.01107,1
0.758475,0.00738,1
0.757415,0.00738,1
0.756356,0.00738,1
0.755297,0.00738,1
0.753178,0.00738,1
0.752119,0.00738,1
0.751059,0.00738,1
0.75,0.00738,1
0.748941,0.00738,1
0.747881,0.00738,1
0.746822,0.00738,1
0.744703,0.00738,1
0.742585,0.00738,1
0.740466,0.00738,1
0.739407,0.00738,1
0.738347,0.00738,1
0.736229,0.00738,1
0.735169,0.00738,1
0.733051,0.00738,1
0.730932,0.00738,1
0.729873,0.00738,1
0.728814,0.00738,1
0.727754,0.00738,1
0.726695,0.00738,1
0.725636,0.00738,1
0.724576,0.00738,1
0.722458,0.00738,1
0.721398,0.00738,1
0.71928,0.00738,1
0.71822,0.00738,1
0.717161,0.00738,1
0.717161,0.005535,1
0.716102,0.005535,1
0.715042,0.005535,1
0.713983,0.005535,1
0.712924,0.005535,1
0.711864,0.005535,1
0.709746,0.005535,1
0.708686,0.005535,1
0.707627,0.005535,1
0.706568,0.005535,1
0.705508,0.005535,1
0.704449,0.005535,1
0.70339,0.005535,1
0.702331,0.005535,1
0.701271,0.005535,1
0.700212,0.005535,1
0.698093,0.005535,1
0.697034,0.005535,1
0.695975,0.005535,1
0.694915,0.005535,1
0.693856,0.005535,1
0.692797,0.005535,1
0.691737,0.005535,1
0.690678,0.005535,1
0.689619,0.005535,1
0.688559,0.005535,1
0.686441,0.005535,1
0.684322,0.005535,1
0.683263,0.005535,1
0.682203,0.005535,1
0.680085,0.005535,1
0.677966,0.005535,1
0.676907,0.005535,1
0.675847,0.005535,1
0.673729,0.005535,1
0.672669,0.005535,1
0.67161,0.005535,1
0.669492,0.005535,1
0.668432,0.005535,1
0.667373,0.005535,1
0.666314,0.005535,1
0.665254,0.005535,1
0.664195,0.005535,1
0.662076,0.005535,1
0.661017,0.005535,1
0.658898,0.005535,1
0.657839,0.005535,1
0.65678,0.005535,1
0.65572,0.005535,1
0.653602,0.005535,1
0.651483,0.005535,1
0.650424,0.005535,1
0.649364,0.005535,1
0.647246,0.005535,1
0.645127,0.005535,1
0.644068,0.005535,1
0.643008,0.005535,1
0.641949,0.005535,1
0.64089,0.005535,1
0.639831,0.005535,1
0.638771,0.005535,1
0.637712,0.005535,1
0.636653,0.005535,1
0.635593,0.005535,1
0.634534,0.005535,1
0.633475,0.005535,1
0.632415,0.005535,1
0.631356,0.005535,1
0.629237,0.005535,1
0.628178,0.005535,1
0.627119,0.005535,1
0.626059,0.005535,1
0.625,0.005535,1
0.622881,0.005535,1
0.621822,0.005535,1
0.620763,0.005535,1
0.619703,0.005535,1
0.618644,0.005535,1
0.617585,0.005535,1
0.616525,0.005535,1
0.615466,0.005535,1
0.614407,0.005535,1
0.613347,0.005535,1
0.612288,0.005535,1
0.610169,0.005535,1
0.60911,0.005535,1
0.608051,0.005535,1
0.606992,0.005535,1
0.605932,0.005535,1
0.604873,0.005535,1
0.603814,0.005535,1
0.602754,0.005535,1
0.601695,0.005535,1
0.600636,0.005535,1
0.599576,0.005535,1
0.598517,0.005535,1
0.596398,0.005535,1
0.595339,0.005535,1
0.59428,0.005535,1
0.592161,0.005535,1
0.591102,0.005535,1
0.590042,0.005535,1
0.588983,0.005535,1
0.587924,0.005535,1
0.586864,0.005535,1
0.585805,0.005535,1
0.584746,0.005535,1
0.582627,0.005535,1
0.581568,0.005535,1
0.580508,0.005535,1
0.579449,0.005535,1
0.57839,0.005535,1
0.577331,0.005535,1
0.576271,0.005535,1
0.575212,0.005535,1
0.574153,0.005535,1
0.573093,0.005535,1
0.572034,0.005535,1
0.570975,0.005535,1
0.569915,0.005535,1
0.568856,0.005535,1
0.566737,0.005535,1
0.565678,0.005535,1
0.564619,0.005535,1
0.5625,0.005535,1
0.561441,0.005535,1
0.560381,0.005535,1
0.559322,0.005535,1
0.557203,0.005535,1
0.556144,0.005535,1
0.555085,0.005535,1
0.554025,0.005535,1
0.552966,0.005535,1
0.551907,0.005535,1
0.549788,0.005535,1
0.548729,0.005535,1
0.548729,0.00369,1
0.547669,0.00369,1
0.54661,0.00369,1
0.545551,0.00369,1
0.544492,0.00369,1
0.543432,0.00369,1
0.541314,0.00369,1
0.540254,0.00369,1
0.539195,0.00369,1
0.538136,0.00369,1
0.537076,0.00369,1
0.536017,0.00369,1
0.534958,0.00369,1
0.532839,0.00369,1
0.53178,0.00369,1
0.529661,0.00369,1
0.528602,0.00369,1
0.527542,0.00369,1
0.526483,0.00369,1
0.525424,0.00369,1
0.524364,0.00369,1
0.523305,0.00369,1
0.522246,0.00369,1
0.520127,0.00369,1
0.519068,0.00369,1
0.518008,0.00369,1
0.516949,0.00369,1
0.51589,0.00369,1
0.514831,0.00369,1
0.513771,0.00369,1
0.512712,0.00369,1
0.511653,0.00369,1
0.510593,0.00369,1
0.509534,0.00369,1
0.507415,0.00369,1
0.506356,0.00369,1
0.505297,0.00369,1
0.504237,0.00369,1
0.503178,0.00369,1
0.502119,0.00369,1
0.501059,0.00369,1
0.5,0.00369,1
0.498941,0.00369,1
0.497881,0.00369,1
0.496822,0.00369,1
0.494703,0.00369,1
0.493644,0.00369,1
0.492585,0.00369,1
0.491525,0.00369,1
0.490466,0.00369,1
0.489407,0.00369,1
0.488347,0.00369,1
0.487288,0.00369,1
0.486229,0.00369,1
0.485169,0.00369,1
0.48411,0.00369,1
0.483051,0.00369,1
0.481992,0.00369,1
0.480932,0.00369,1
0.479873,0.00369,1
0.477754,0.00369,1
0.476695,0.00369,1
0.475636,0.00369,1
0.474576,0.00369,1
0.473517,0.00369,1
0.472458,0.00369,1
0.470339,0.00369,1
0.46928,0.00369,1
0.46822,0.00369,1
0.467161,0.00369,1
0.466102,0.00369,1
0.463983,0.00369,1
0.462924,0.00369,1
0.460805,0.00369,1
0.458686,0.00369,1
0.457627,0.00369,1
0.455508,0.00369,1
0.454449,0.00369,1
0.45339,0.00369,1
0.452331,0.00369,1
0.451271,0.00369,1
0.450212,0.00369,1
0.449153,0.00369,1
0.448093,0.00369,1
0.447034,0.00369,1
0.445975,0.00369,1
0.444915,0.00369,1
0.442797,0.00369,1
0.441737,0.00369,1
0.440678,0.00369,1
0.439619,0.00369,1
0.438559,0.00369,1
0.4375,0.00369,1
0.436441,0.00369,1
0.435381,0.00369,1
0.434322,0.00369,1
0.433263,0.00369,1
0.433263,0,1
0.431144,0,1
0.429025,0,1
0.427966,0,1
0.426907,0,1
0.425847,0,1
0.424788,0,1
0.423729,0,1
0.422669,0,1
0.42161,0,1
0.420551,0,1
0.419492,0,1
0.418432,0,1
0.417373,0,1
0.416314,0,1
0.415254,0,1
0.414195,0,1
0.413136,0,1
0.412076,0,1
0.411017,0,1
0.409958,0,1
0.408898,0,1
0.407839,0,1
0.40678,0,1
0.404661,0,1
0.403602,0,1
0.402542,0,1
0.401483,0,1
0.400424,0,1
0.399364,0,1
0.398305,0,1
0.397246,0,1
0.396186,0,1
0.395127,0,1
0.393008,0,1
0.391949,0,1
0.389831,0,1
0.387712,0,1
0.386653,0,1
0.385593,0,1
0.384534,0,1
0.383475,0,1
0.382415,0,1
0.381356,0,1
0.380297,0,1
0.379237,0,1
0.378178,0,1
0.377119,0,1
0.376059,0,1
0.375,0,1
0.373941,0,1
0.372881,0,1
0.371822,0,1
0.368644,0,1
0.366525,0,1
0.365466,0,1
0.364407,0,1
0.361229,0,1
0.360169,0,1
0.35911,0,1
0.358051,0,1
0.356992,0,1
0.355932,0,1
0.354873,0,1
0.353814,0,1
0.352754,0,1
0.351695,0,1
0.350636,0,1
0.349576,0,1
0.348517,0,1
0.347458,0,1
0.346398,0,1
0.345339,0,1
0.34428,0,1
0.34322,0,1
0.342161,0,1
0.341102,0,1
0.340042,0,1
0.338983,0,1
0.337924,0,1
0.336864,0,1
0.335805,0,1
0.334746,0,1
0.332627,0,1
0.331568,0,1
0.330508,0,1
0.329449,0,1
0.32839,0,1
0.327331,0,1
0.326271,0,1
0.325212,0,1
0.324153,0,1
0.323093,0,1
0.322034,0,1
0.320975,0,1
0.319915,0,1
0.317797,0,1
0.316737,0,1
0.315678,0,1
0.314619,0,1
0.313559,0,1
0.3125,0,1
0.310381,0,1
0.309322,0,1
0.308263,0,1
0.307203,0,1
0.306144,0,1
0.305085,0,1
0.304025,0,1
0.302966,0,1
0.301907,0,1
0.300847,0,1
0.299788,0,1
0.298729,0,1
0.297669,0,1
0.295551,0,1
0.294492,0,1
0.292373,0,1
0.291314,0,1
0.290254,0,1
0.289195,0,1
0.288136,0,1
0.287076,0,1
0.286017,0,1
0.284958,0,1
0.283898,0,1
0.282839,0,1
0.28178,0,1
0.28072,0,1
0.279661,0,1
0.278602,0,1
0.277542,0,1
0.275424,0,1
0.274364,0,1
0.273305,0,1
0.272246,0,1
0.271186,0,1
0.270127,0,1
0.269068,0,1
0.268008,0,1
0.26589,0,1
0.264831,0,1
0.263771,0,1
0.262712,0,1
0.261653,0,1
0.260593,0,1
0.259534,0,1
0.258475,0,1
0.257415,0,1
0.256356,0,1
0.255297,0,1
0.254237,0,1
0.253178,0,1
0.252119,0,1
0.25,0,1
0.248941,0,1
0.247881,0,1
0.246822,0,1
0.245763,0,1
0.242585,0,1
0.240466,0,1
0.239407,0,1
0.238347,0,1
0.237288,0,1
0.236229,0,1
0.235169,0,1
0.233051,0,1
0.231992,0,1
0.230932,0,1
0.229873,0,1
0.228814,0,1
0.227754,0,1
0.226695,0,1
0.225636,0,1
0.224576,0,1
0.222458,0,1
0.221398,0,1
0.220339,0,1
0.21822,0,1
0.216102,0,1
0.215042,0,1
0.213983,0,1
0.211864,0,1
0.210805,0,1
0.209746,0,1
0.207627,0,1
0.206568,0,1
0.205508,0,1
0.204449,0,1
0.20339,0,1
0.201271,0,1
0.200212,0,1
0.199153,0,1
0.198093,0,1
0.197034,0,1
0.195975,0,1
0.194915,0,1
0.193856,0,1
0.192797,0,1
0.190678,0,1
0.188559,0,1
0.186441,0,1
0.185381,0,1
0.184322,0,1
0.183263,0,1
0.182203,0,1
0.181144,0,1
0.179025,0,1
0.177966,0,1
0.176907,0,1
0.175847,0,1
0.174788,0,1
0.173729,0,1
0.172669,0,1
0.17161,0,1
0.170551,0,1
0.169492,0,1
0.168432,0,1
0.167373,0,1
0.165254,0,1
0.164195,0,1
0.163136,0,1
0.161017,0,1
0.158898,0,1
0.15678,0,1
0.15572,0,1
0.154661,0,1
0.153602,0,1
0.152542,0,1
0.150424,0,1
0.149364,0,1
0.146186,0,1
0.144068,0,1
0.141949,0,1
0.14089,0,1
0.139831,0,1
0.137712,0,1
0.132415,0,1
0.129237,0,1
0.125,0,1
0.122881,0,1
0.118644,0,1
0.103814,0,1
